"area","ano","numero","texto","comando","A","B","C","D","E","resposta","imagem"
"ciencias-natureza",2023,91," Na	tirinha	de	Mauricio	de	Sousa,	os	personagens	Cebolinha	e	Cascão	fazem	uma	brincadeira	utilizando	duas	latas	e um barbante. Ao perceberem que o som pode ser transmitido através do barbante, resolvem alterar o comprimento do barbante	para	ficar	cada	vez	mais	extenso.	As	demais	condições	permaneceram	inalteradas	durante	a	brincadeira.SOUSA. M. Disponível em: www.monica.com.br. Acesso em: 2 out. 2012 (adaptado) ","Na prática, à medida que se aumenta o comprimento do barbante, ocorre a redução de qual característica da onda sonora? ","Altura.","Período.","Amplitude.","Velocidade.","Comprimento.","C","enem-data/enem-2023/91-images/context_img_0.png"
"ciencias-natureza",2023,92,"Informações	digitais	—	dados	—	são	gravadas	em	discos	ópticos,	como	CD	e	DVD,	na	forma	de	cavidades	microscópicas.	A	gravação	e	a	leitura	óptica	dessas	informações	são	realizadas	por	um	laser	(fonte	de	luz	monocromática).	Quanto	menores	as	dimensões	dessas	cavidades,	mais	dados	são	armazenados	na	mesma	área	do	disco.	O	fator	limitante	para	a	leitura	de	dados	é	o	espalhamento	da	luz	pelo	efeito	de	difração,	fenômeno	que	ocorre	quando	a	luz	atravessa	um obstáculo	com	dimensões	da	ordem	de	seu	comprimento	de	onda.	Essa	limitação	motivou	o	desenvolvimento	de	lasers	com	emissão	em	menores	comprimentos	de	onda,	possibilitando	armazenar	e	ler	dados	em	cavidades	cada	vez	menores.","Em	qual	região	espectral	se	situa	o	comprimento	de	onda	do	laser	que	otimiza	o	armazenamento	e	a	leitura	de	dados	em	discos	de	uma	mesma	área?"," Violeta.","Azul.","Verde.","Vermelho.","Infravermelho.","A",""
"ciencias-natureza",2023,93,"O bluetooth	é	uma	tecnologia	de	comunicação	sem	fio,	de	curto	alcance,	presente	em	diferentes	dispositivos	eletrônicos	de	consumo.	Ela	permite	que	aparelhos	eletrônicos	diferentes	se	conectem	e	troquem	dados	entre	si.	No	padrão	bluetooth, denominado de Classe 2, as antenas transmitem sinais de potência igual a 2,4 mW e possibilitam conectar dois dispositivos distanciados até 10 m. Considere que essas antenas se comportam como fontes puntiformes que emitem ondas eletromagnéticas esféricas e que a intensidade do sinal é calculada pela potência por unidade de área. Considere 3 como valor aproximado para π."," Para que o sinal de bluetooth seja detectado pelas antenas, o valor mínimo de sua intensidade, em W/m2 , é mais próximo de","2,0 × 10–6."," 2,0 × 10–5."," 2,4 × 10–5.","2,4 × 10–3."," 2,4 × 10–1.","A",""
"ciencias-natureza",2023,94," Os solos amazônicos, ricos em silicato, não são apropriados para o cultivo por serem incapazes de reter nutrientes. Contudo, descobertas arqueológicas têm demonstrado que os antigos habitantes da Amazônia dominavam a técnica de preparo de um insumo agrícola natural, denominado terra preta. Esse insumo era constituído principalmente de uma espécie de biocarvão (biochar) obtido da queima de matéria orgânica, como troncos de árvores, pedaços de ossos e esterco, capaz de manter um solo fértil por anos. Admite-se que o efeito do biocarvão na fertilização do solo estava, em parte, relacionado à presença de grupos orgânicos do tipo carboxilato em sua superfície, carregados negativamente (—COO–). Esses grupos atraem íons positivos necessários como nutrientes, tais quais os provenientes do potássio (K), do cálcio (Ca) e do magnésio (Mg), além de micronutrientes, como zinco (Zn) e ferro (Fe). Essa ligação no solo fertilizado é predominantemente iônica, conforme ilustra a figura, em que M* representa os cátions metálicos. De acordo com a escala de Pauling, a eletronegatividade do elemento oxigênio é igual a 3,44 O quadro apresenta os valores de eletronegatividade desses cinco elementos metálicos. MICHALOVIC, M. Ancient Soil Chemists of the Amazon. ChemMatters, fev. 2009 (adaptado). "," O cátion que resultará em uma interação de maior caráter iônico com o ânion carboxilato será aquele proveniente do elemento ","potássio.","cálcio.","magnésio.","zinco.","ferro.","A","enem-data/enem-2023/94-images/context_img_0.png,enem-data/enem-2023/94-images/context_img_1.png"
"ciencias-natureza",2023,95,"Em	uma	indústria	alimentícia,	para	produção	de	doce	de	leite,	utiliza-se	um	tacho	de	parede	oca	com	uma	entrada	para vapor de água a 120 °C  e uma saída para água líquida em equilíbrio com o vapor a 100 °C. Ao passar pela parte oca	do	tacho,	o	vapor	de	água	transforma-se	em	líquido,	liberando	energia.	A	parede	transfere	essa	energia	para	o	interior	do	tacho,	resultando	na	evaporação	de	água	e	consequente	concentração	do	produto. ","No	processo	de	concentração	do	produto,	é	utilizada	energia	proveniente"," somente	do	calor	latente	de	vaporização."," somente	do	calor	latente	de	condensação."," do	calor	sensível	e	do	calor	latente	de	vaporização."," do	calor	sensível	e	do	calor	latente	de	condensação.","do	calor	latente	de	condensação	e	do	calor	latente	de	vaporização.","D",""
"ciencias-natureza",2023,96," A gasolina é uma mistura de hidrocarbonetos de cadeias saturadas contendo de 8 a 12 átomos de carbono. Além disso, a gasolina de alto desempenho deve conter elevados teores de hidrocarbonetos de cadeias ramificadas, de forma a resistir à compressão e entrar em ignição apenas quando a vela aciona uma centelha elétrica no motor. No quadro, estão apresentados compostos que podem ser utilizados como combustíveis. "," Entre esses compostos, aquele que conferirá maior desempenho como combustível é o ","I.","II.","III.","IV.","V.","C","enem-data/enem-2023/96-images/context_img_0.png"
"ciencias-natureza",2023,97," De acordo com a Constituição Federal, é competencia dos municípios o gerenciamento dos serviços de limpeza e coleta dos resíduos urbanos (lixo). No entanto, há relatos de que parte desse lixo acaba sendo incinerado, liberando substâncias tóxicas para o ambiente e causando acidentes por explosões, principalmente quando ocorre a incineração de frascos de aerossóis (por exemplo: desodorantes, inseticidas e repelentes). A temperatura elevada provoca a vaporização de todo o conteúdo dentro desse tipo de frasco, aumentando a pressão em seu interior até culminar na explosão da embalagem. ZVEIBIL, V. Z. et al. Cartilha de limpeza urbana. Disponível em: www.lbam.org.br. Acesso em: 6 jul. 2015 (adaptado). Suponha um frasco metálico de um aerossol de capacidade igual a 100 mL, contendo 0,1 mol de produtos gasosos à temperatura de 650 °C, no momento da explosão. "," A pressão, em atm, dentro do frasco, no momento da explosão, é mais próxima de ","756.","533.","76.","53.","13.","C","enem-data/enem-2023/97-images/context_img_0.png"
"ciencias-natureza",2023,98," O circuito com três lâmpadas incandescentes idênticas, representado na figura, consiste em uma associação mista de resistores. Cada lâmpada (L1, L2, e L3) é associada, em paralelo, a um resistor de resistência R, formando um conjunto. Esses conjuntos são associados em série, tendo todas as lâmpadas o mesmo brilho quando ligadas à fonte de energia. Após vários dias em uso, apenas a lâmpada L2 queima, enquanto as demais permanecem acesas. "," Em relação à situação em que todas as lâmpadas funcionam, após a queima de L2, os brilhos das lâmpadas serão ","os mesmos.","mais intensos.","menos intensos.","menos intenso para L1 e o mesmo para L3.","mais intenso para L1 e menos intenso para L3.","C","enem-data/enem-2023/98-images/context_img_0.png"
"ciencias-natureza",2023,99," A tecnologia de vacinas de RNA mensageiro (RNAm) é investigada há anos. Avanços científicos em genética molecular permitiram desenvolver uma vacina para controle da pandemia da covid-19 causada pelo vírus de RNA SARS-CoV-2. A vacina de RNAm tem sequências de genes do vírus. Entretanto, por ser muito instável, o RNAm deve ser recoberto por uma capa de lipídios que evita sua degradação e favorece sua ação. Dessa forma, o RNAm desempenhará sua função especifica atuando no mesmo compartimento celular de sempre. Disponível em: https://sbim.org.br. Acesso em: 29 nov. 2021 (adaptado). "," A imunização produzida por esse tipo de vacina é alcançada por meio da ","estimulação de leucócitos induzida pela capa lipídica contendo RNAm.","atuação do RNAm como sequestrador do vírus para o meio extracelular.","tradução do RNAm em proteína viral, desencadeando a resposta antigênica.","competição entre o RNAm vacinal e o RNA viral pelos sítios dos ribossomos.","incorporação do RNAm viral ao genoma do hospedeiro. gerando novo fenótipo.","C",""
"ciencias-natureza",2023,100," Na fertilização in vitro, espermatozoides são adicionados aos gametas femininos retirados de uma mulher. Após o período de incubação, a fecundação é favorecida pela ação de enzimas. Em um procedimento realizado, observou-se que nenhum dos gametas femininos foi fertilizado e, posteriormente, verificou-se que havia sido adicionado, equivocadamente, um coquetel de inibidores das enzimas do acrossomo, no lugar de um dos nutrientes constituintes do meio de cultura. "," O coquetel de inibidores impediu o(a) ","formação do pronúcleo masculino.","início da divisão mitótica do zigoto.","término da segunda divisão meiótica do ovócito.","passagem do espermatozoide pela corona radiata e zona pelúcida.","fusão das membranas plasmáticas do ovócito e do espermatozoide.","D",""
