"area","ano","numero","texto","comando","A","B","C","D","E","resposta","imagem"
"linguagens",2010,91," Viva la Vida I used to rule the world Seas would rise when I gave the word Now in the morning and I sleep alone Sweep the streets I used to own I used to roll the dice Feel the fear in my enemy’s eyes Listen as the crowd would sing “Now the old king is dead! Long live the king!” One minute I held the key Next the walls were closed on me And I discovered that my castles stand Upon pillars of salt and pillars of sand […] MARTIN, C. Viva la vida, Coldplay. In: Viva la vida or Death and all his friends. Parlophone, 2008. "," Letras de músicas abordam temas que, de certa forma, podem ser reforçados pela repetição de trechos ou palavras. O fragmento da canção Viva la vida, por exemplo, permite conhecer o relato de alguém que ","costumava ter o mundo aos seus pés e, de repente, se viu sem nada.","almeja o título de rei e, por ele, tem enfrentado inúmeros inimigos.","causa pouco temor a seus inimigos, embora tenha muito poder.","limpava as ruas e, com seu esforço, tornou-se rei de seu povo.","tinha a chave para todos os castelos nos quais desejava morar.","A",""
"linguagens",2010,92," THE WEATHER MAN They say that the British love talking about the weather. For other nationalities this can be a banal and boring subject of conversation, something that people talk about when they have nothing else to say to each other. And yet the weather is a very important part of our lives. That at least is the opinion of Barry Gromett, press officer for The Met Office. This is located in Exeter, a pretty cathedral city in the southwest of England. Here employees — and computers — supply weather forecasts for much of the world. Speak Up. Ano XXIII, n° 275. "," Ao conversar sobre a previsão do tempo, o texto mostra ","o aborrecimento do cidadão britânico ao falar sobre banalidades.","a falta de ter o que falar em situações de avaliação de línguas.","a importância de se entender sobre meteorologia para falar inglês.","as diferenças e as particularidades culturais no uso de uma língua.","o conflito entre diferentes ideias e opiniões ao se comunicar em inglês.","D",""
"linguagens",2010,93," Disponível em: http://www.fool.com. Acesso em: 21 jul. 2010. "," Ao optar por ler a reportagem completa sobre o assunto anunciado, tem-se acesso a duas palavras que Bill Gates não quer que o leitor conheça e que se referem ","aos responsáveis pela divulgação desta informação na internet.","às marcas mais importantes de microcomputadores do mercado.","aos nomes dos americanos que inventaram a suposta tecnologia.","aos sites da internet pelos quais o produto já pode ser conhecido.","às empresas que levam vantagem para serem suas concorrentes.","E","enem-data/enem-2010/93-images/context_img_0.png"
"linguagens",2010,94," MILLENIUM GOALS Disponível em: http://www.chris-alexander.co.uk/1191. Acesso em: 28 jul. 2010 (adaptado). "," Definidas pelos países membros da Organização das Nações Unidas e por organizações internacionais, as metas de desenvolvimento do milênio envolvem oito objetivos a serem alcançados até 2015. Apesar da diversidade cultural, esses objetivos, mostrados na imagem, são comuns ao mundo todo, sendo dois deles: ","O combate à AIDS e a melhoria do ensino universitário.","A redução da mortalidade adulta e a criação de parcerias globais.","A promoção da igualdade de gêneros e a erradicação da pobreza.","A parceria global para o desenvolvimento e a valorização das crianças.","A garantia da sustentabilidade ambiental e o combate ao trabalho infantil.","C","enem-data/enem-2010/94-images/context_img_0.png"
"linguagens",2010,95," Disponível em: http://www.meganbergdesigns.com/andrill/iceberg07/postcards/index.html. Acesso em: 29 jul. 2010 (adaptado). "," Os cartões-postais costumam ser utilizados por viajantes que desejam enviar notícias dos lugares que visitam a parentes e amigos. Publicado no site do projeto ANDRILL, o texto em formato de cartão-postal tem o propósito de ","comunicar o endereço da nova sede do projeto nos Estados Unidos.","convidar colecionadores de cartões-postais a se reunirem em um evento.","anunciar uma nova coleção de selos para angariar fundos para a Antártica.","divulgar às pessoas a possibilidade de receberem um cartão-postal da Antártica.","solicitar que as pessoas visitem o site do mencionado projeto com maior frequência.","D","enem-data/enem-2010/95-images/context_img_0.png"
"linguagens",2010,96,"BESSINHA.	Disponível	em:	http://pattindica.files.wordpress.com/2009/06/bessinha458904jpg-image_1245119001858.jpeg	(adaptado). "," As diferentes esferas sociais de uso da língua obrigam o falante a adaptá-la às variadas situações de comunicação. Uma das marcas linguísticas que configuram a linguagem oral informal usada entre avô e neto neste texto é ","a opção pelo emprego da forma verbal “era” em lugar de “foi”.","a ausência de artigo antes da palavra “árvore”.","o emprego da redução “tá” em lugar da forma verbal “está”.","o uso da contração “desse” em lugar da expressão “de esse”.","a utilização do pronome “que” em início de frase exclamativa.","C","enem-data/enem-2010/96-images/context_img_0.png"
"linguagens",2010,97," A biosfera, que reúne todos os ambientes onde se desenvolvem os seres vivos, se divide em unidades menores chamadas ecossistemas, que podem ser uma tem múltiplos mecanismos que regulam o número de organismos dentro dele, controlando sua reprodução, crescimento e migrações.   DUARTE, M. O guia dos curiosos. São Paulo: Companhia das Letras, 1995. "," Predomina no texto a função da linguagem ","emotiva, porque o autor expressa seu sentimento em relação à ecologia.","fática, porque o texto testa o funcionamento do canal de comunicação.","poética, porque o texto chama a atenção para os recursos de linguagem.","conativa, porque o texto procura orientar comportamentos do leitor.","referencial, porque o texto trata de noções e informações conceituais.","E",""
"linguagens",2010,98," Câncer 21/06 a 21/07 O eclipse em seu signo vai desencadear mudanças na sua autoestima e no seu modo de agir. O corpo indicará onde você falha – se anda engolindo sapos, a área gástrica se ressentirá. este novo ciclo exige uma “desintoxicação”. Seja comedida em suas ações, já que precisará de energia para se recompor. Há preocupação com a família, e a comunicação entre os irmãos trava. Lembre-se: palavra preciosa é palavra dita na hora certa. Isso ajuda também na vida amorosa, que será testada. Melhor conter as expectativas e ter calma, avaliando as próprias carências de modo maduro. Sentirá vontade de intimidade com os assuntos da alma. Revista Cláudia. No 7, ano 48, jul. 2009. "," O reconhecimento dos diferentes gêneros textuais, seu contexto de uso, sua função social específica, seu objetivo comunicativo e seu formato mais comum relacionam-se aos conhecimentos construídos socioculturalmente. A análise dos elementos constitutivos desse texto demonstra que sua função é ","vender um produto anunciado.","informar sobre astronomia.","ensinar os cuidados com a saúde.","expor a opinião de leitores em um jornal.","aconselhar sobre amor, família, saúde, trabalho.","E",""
"linguagens",2010,99," S.O.S Português Por que pronunciamos muitas palavras de um jeito diferente da escrita? Pode-se refletir sobre esse aspecto da língua com base em duas perspectivas. Na primeira delas, fala e escrita são dicotômicas, o que restringe o ensino da língua ao código. Daí vem o entendimento de que a escrita é mais complexa que a fala, e seu ensino restringe-se ao conhecimento das regras gramaticais, sem a preocupação com situações de uso. Outra abordagem permite encarar as diferenças como um produto distinto de duas modalidades da língua: a oral e a escrita. A questão é que nem sempre nos damos conta disso. S.O.S Português. Nova Escola. São Paulo: Abril, Ano XXV, nº- 231, abr. 2010 (fragmento adaptado). "," O assunto tratado no fragmento é relativo à língua portuguesa e foi publicado em uma revista destinada a professores. Entre as características próprias desse tipo de texto, identificam-se marcas linguísticas próprias do uso ","regional, pela presença de léxico de determinada região do Brasil.","literário, pela conformidade com as normas da gramática.","técnico, por meio de expressões próprias de textos científicos.","coloquial, por meio do registro de informalidade.","oral, por meio do uso de expressões típicas da oralidade.","C",""
"linguagens",2010,100,"  Campanha	publicitária	de	loja	de	eletroeletrônicos.	Revista Época.	N°	424,	03	jul.	2006."," Ao circularem socialmente, os textos realizam-se como práticas de linguagem, assumindo configurações específicas, formais e de conteúdo. Considerando o contexto em que circula o texto publicitário, seu objetivo básico é ","influenciar o comportamento do leitor, por meio de apelos que visam à adesão ao consumo.","definir regras de comportamento social pautadas no combate ao consumismo exagerado.","defender a importância do conhecimento de informática pela população de baixo poder aquisitivo.","facilitar o uso de equipamentos de informática pelas classes sociais economicamente desfavorecidas","questionar o fato de o homem ser mais inteligente que a máquina, mesmo a mais moderna.","A","enem-data/enem-2010/100-images/context_img_0.png"
